news_id,title,text,rating,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,binary_label
story_reviews_00764,"Berries May Cut Heart Attack Risk in Women, Study Says",denise mann healthday reporter monday jan healthday news eat three serving blueberry strawberries week may help reduce woman risk heart attack large new study suggest study include nearly young middle aged woman take part nurse health study ii woman complete questionnaire diet every four year year study period participant heart attack woman eat blueberry strawberry percent less likely heart attack compare woman eat berry month less hold true even among woman eat diet rich fruit vegetable benefit independent heart risk factor advance age high blood pressure family history heart attack body mass index exercise smoke caffeine alcohol intake finding appear online jan journal circulation study say specifically berry seem result low risk heart attack among woman direct cause effect link eat berry lower heart attack risk blueberry strawberry contain high level compound may help widen artery counter plaque buildup researcher say heart attack occur plaque block blood flow heart berry commonly consume source substance u diet one good source powerful bioactive compound say study lead author aedin cassidy substance call anthocyanin flavonoid naturally present red blue colored fruit vegetable also find high amount cherry grape eggplant black currant plum berry man likely benefit eat berry well although study include woman say cassidy head department nutrition norwich medical school university east anglia england although research need confirm benefit datum important public health perspective fruit readily incorporate habitual diet study conclude dr suzanne steinbaum preventive cardiologist lenox hill hospital new york city note huge study follow woman long period time woman eat three serving strawberry blueberry per week decrease heart attack risk one third pretty compelling steinbaum advice woman man include berry diet make part daily fruit vegetable fill one serve blueberry strawberry equal one cup dana greene nutritionist boston regularly tell patient consume fruit vegetable include berry good greene say besides flavonoid berry also load nutrient include vitamin c potassium folate tell patient make sure half plate fill fruit vegetable especially richly colored one like blueberry strawberries greene say berry also help people lose weight maintain loss feel full fast downside study fund u national institutes health u k biotechnology biological sciences research council informationf heart attack look like woman find american heart association,2,0,0,0,0,1,1,0,0,0,1,0
story_reviews_00765,"IUD Might Ease Heavy Menstrual Bleeding, Study Suggests",serena gordon healthday reporter wednesday jan healthday news woman heavy menstrual bleeding may find relief use intrauterine device iud contain hormone levonorgestrel accord new research british researcher find treat iud effective reduce effect heavy menstrual bleeding also call menorrhagia quality life compare treatment normally use contraception intrauterine system sell brand name mirena woman suffer heavy period want get pregnant levonorgestrel intrauterine system contraceptive levonorgestrel intrauterine system good first line treatment option require take regular daily oral medication say study lead author dr janesh gupta professor obstetrics gynecology university birmingham birmingham women hospital england woman want get pregnant gupta say take blood clot drug tranexamic acid period alternate method treat heavy period result study fund united kingdom national institute health research appear jan issue new england journal medicine heavy menstrual bleed significant problem many woman percent gynecologist office visit united states united kingdom heavy bleed several nonhormonal hormonal treatment option available reduce blood loss current study compare use traditional medical option tranexamic acid pill mefenamic acid ponstel combine estrogen progestogen progesterone alone use levonorgestrel intrauterine system researcher randomly assign nearly woman heavy menstrual bleeding receive either iud standard medical care assess improvement use patient report score scale design measure severity symptom scale go low score indicate severe symptom researcher also ask quality life sexual activity note whether woman need surgery heavy period woman iud group report much great improvement point symptom scale versus point standard treatment group also report great improvement quality life difference rate surgery sexual activity two group woman still use intrauterine system two year still take standard medical treatment percent compare percent gupta say main reason believe iud group successful reduce symptom percent compliance treatment continuous drug treatment effect woman take medication may forget take sometimes serious side effect similar group gupta say main side effect intrauterine system irregular period six month another expert say finding show promise woman bother heavy bleeding study really add evidence show useful intrauterine system heavy menstrual bleeding say dr eve espey professor obstetrics gynecology university new mexico school medicine albuquerque get intrauterine system generally require one office visit espey say insertion device may mildly uncomfortable woman say woman may hesitant use iud pelvic infection link early version call dalkon shield gupta say long woman screen sexually transmit disease get intrauterine system risk infection low espey agree today intrauterine system great side effect profile say also high continuation high satisfaction rate information learn intrauterine devices association reproductive healthcare professional,3,0,0,0,1,1,1,0,1,0,1,1
story_reviews_00766,Experimental drug may help people with bipolar disorder,ebselen work like lithium mouse study standard treatment lithium discover year ago scientist say new drug could few side effect kate kelland london jan reuters drug bipolar disorder work like lithium common effective treatment without lithium side effect identify british researcher test mice scientist say drug ebselen may swift answer long seek well medication patient manic depressive disorder since already know safe drug could repurpose license treatment bipolar disorder could reduce unpleasant side effect weight gain thirst potential kidney damage patient risk take lithium ebselen experimental drug test people condition problematic side effect like lithium say grant churchill department pharmacology britain oxford university bipolar disorder effect around percent population worldwide sufferer experience mood swing one extreme another period depression mania last several week long high low phase often extreme interfere everyday life work telephone interview churchill say test team find mouse make manic small dos amphetamine able calm ebselen mice ebselen work like lithium churchill say urgently need see work like lithium people year first discover lithium mood stabilis protect depression mania reduce risk suicide remain effective long term treatment toxic twice right dose could kill patient churchill say adverse side effect mean many people stop take drug relapse episode mania depression churchill work sridhar vasudevan filter library exist drug u national institutes health clinical collection consider safe currently prove use screen library drug block enzyme key lithium success find ebselen possible lithium mimic one first handful example drug repurpose new use find exist drug vasudevan say ebselen antioxidant originally develop late stage phase iii clinical trial japanese firm daiichi sankyo treatment stroke never reach market patent vasudevan say study report journal nature communication show ebselen similar action lithium brain mouse block enzyme researcher start small study healthy human volunteer look effect brain function show ebselen similar effect lithium plan move second stage trial bipolar patient edit pravin char,3,0,0,0,0,1,0,1,1,1,1,1
story_reviews_00767,New Eye Test May Help Predict Risk of Glaucoma,jan new study australia may offer new way identify people risk glaucoma year vision loss happen glaucoma leading cause blindness vision damage often occur gradually people eye disease realize good deal sight lose catch early though medication procedure may help treat glaucoma study researcher able predict increase risk develop eye disease accuracy measure blood vessel thickness retina study participant use computer base imaging tool narrow vessel begin study four time likely develop glaucoma decade later glaucoma vision thief million americans million people worldwide glaucoma number project rise next decade population age disease involve damage optic nerve relay image retina brain early detection key without regular eye exam people know problem say ophthalmologist andrew iwach md executive director glaucoma center san francisco associate clinical professor opthalmology university california san francisco call disease thief vision people idea lose sight late bring back iwach say,3,0,0,0,0,1,1,1,0,0,1,1
story_reviews_00768,Drug Fulfills Promise Of Research Into Cystic Fibrosis Gene,drug fulfill promise research cystic fibrosis gene toggle caption jeffrey sauger promise genetic medicine beginning fulfil long hard slog take story kalydeco design treat people lung disease call cystic fibrosis quite cure drug extremely effective cf patient success kalydeco two decade make good starting point story aug day scientist u canada announce discovery gene associated disease early day gene hunting cf gene big prize cf common genetic disease caucasian people inherit damage form cf gene critical protein inside cell work properly result sticky mucus build patient lung cause infection make hard breathe announcement suppose make conjunction three paper sept issue science reporter reuter get hold story early science take unusual step allow scientist speak medium publication time scientist predict genetic test cf around corner also think drug treat disease reach first prediction turn right year later able find drug directly target underlying cause cystic fibrosis say fred van goor lead team vertex pharmaceutical develop kalydeco long time discovery gene discovery kalyedco toggle caption vertex pharmaceuticals inc take awhile find drug would help restore function protein cf gene make test chemical cell defective protein cause cystic fibrosis say van goor one chemical ultimately become successful drug modify patient could take mouth would last right length time patient body start van goor colleague know problem kalydeco work small subset people cf particular mutation cf gene drug little use people mutation drug work remarkably well emily schaller one early study kalydeco part study researcher first give placebo switch active drug know within day something different brother florida walking street take deep breath take deep breath let cough say schaller cough feel lung clear something huge happen something never feel life schaller cure still damage cf gene way fix would gene therapy healthy form gene would supplant damage one although seem simple theory practice gene therapy incredibly difficult accomplish schaller particularly bother everyone talk cure disease cure cf cure disease kalydeco control cf basic defect ok c word control living never feel well life time gene discovery successful drug may shorten handful successful drug far least appearance new one slow also likely expensive kalydeco cost neighborhood per year,3,1,0,0,1,1,0,0,1,0,1,1
story_reviews_00769,"Energy Drinks Promise Edge, but Experts Say Proof Is Scant",energy drink fast grow part beverage industry sale united states reach billion americans spend iced tea sport beverage like gatorade rise popularity represent generational shift people drink reflect successful campaign convince consumer particularly teenager drink provide mental physical edge drink scrutiny food drug administration report death serious injury may link high caffeine level however review end one thing clear interview researcher review scientific study show energy drink industry base brew ingredient apart caffeine little benefit consumer cup coffee go affect metabolism way say dr robert w pettitt associate professor minnesota state university mankato study drink,5,1,1,1,1,1,1,0,0,1,1,1
story_reviews_00770,New test could help diagnose Alzheimer's disease in live patients,claudia kawa geriatric neurologist university california irvine say patient strode office soon fda approve procedure ask alzheimer test one hand hold article approval amyvid document right die group test positive told would get affair order kill within day,5,1,1,1,1,1,1,1,1,1,1,1
story_reviews_00771,Treating Kidneys With Radio Waves May Ease Tough-to-Control Hypertension,steven reinberg healthday reporter monday dec healthday news patient whose high blood pressure can not control despite take several medication short burst radio wave nerve around kidney may trick small new study say treatment effective least six month finding could significant step treat people resistant hypertension major risk factor heart attack stroke researcher say technique call catheter base renal denervation minimally invasive doctor use catheter insert artery groin send radio wave burn away nerve tissue around artery feed kidney procedure destroy nerve help control filter salt body may overactive patient high blood pressure u food drug administration yet approve use study fund medical device maker medtronic finding publish dec journal circulation promise approach manage medication resistant hypertension say dr gregg fonarow spokesman american heart association professor cardiology university california los angeles high blood pressure major contributor heart attack stroke heart failure kidney failure say fonarow involve study despite availability number effective medication many patient hypertension achieve adequate control blood pressure thus important currently unmet need additional therapy effectively control hypertension study international team lead dr murray esler professor senior director baker idi heart diabetes institute melbourne australia assign patient renal denervation compare patient already procedure patient suffer drug resistant hypertension systolic blood pressure top number blood pressure reading remain dangerously high millimeter mercury mmhg despite take three drug control blood pressure researcher note esler team find percent denervation treatment drop systolic blood pressure least mmhg six month almost percent maintain reduction month patient phase study similar result initial group almost percent patient see reduction systolic blood pressure mmhg six month treatment fonarow note reduction systolic blood pressure level order mmhg achieve maintain without loss efficacy procedure safe well effective study author say participant kidney damage functionally impair esler say journal news release also find ill effect long term health procedure whether technique might useful treat less severe high blood pressure yet test applicable could mean patient need take blood pressure drug esler suggest another expert however say scenario likely overoptimistic hypertension hard disease treat many thing go get blood pressure control say dr varinder singh chairman cardiology lenox hill hospital new york city lifestyle diet get right dos medication adherence issue anything help patient get goal exciting even technique people likely still take blood pressure medication singh say may take less medication may take low dos medication expect patient still take medication say singh also note although procedure use country yet approve united states fonarow add study demonstrate renal denervation provide sustained reduction blood pressure one year appear safe additional study long term follow need accord american heart association million adult united states high blood pressure blood pressure high mmhg among adult percent resistant hypertension mean even take three medication control blood pressure remain high mmhg information learn hypertension visit u national library medicine,3,0,1,0,0,1,1,1,0,0,1,1
story_reviews_00772,Beet Juice Lowers Blood Pressure,promise see effect single dose say researcher leah cole phd research fellow baker idi heart diabete institute melbourne australia effect might even great long term drink day upon day researcher say drop may seem small public health level reduction like would equate reduction death due heart disease study show within hour drinking beet juice lower systolic blood pressure top number blood pressure read average point among small group healthy man dec drinking glass beet juice may immediate impact lower blood pressure accord new study beetroot benefit previous study show beet juice also know beetroot juice low blood pressure laboratory set researcher say first study look effect add beet juice heathy person diet without make diet lifestyle change result appear nutrition journal study man woman drank either ounce beet juice beverage consist three fourth beet juice one fourth apple juice placebo juice monitor hour procedure repeat two week later drink placebo first round receive beetroot juice second among man woman result show trend low systolic blood pressure six hour drinking beet juice researcher limit analysis man find significant reduction point among drank beetroot juice previous study also suggest beetroot blood pressure lower effect may strong woman case cole say may partially explain fact woman study tend old many prescription medication oral contraceptive,3,0,0,0,0,1,0,1,0,1,1,1
story_reviews_00773,"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",use old browser version please use support version good msn experience,1,0,0,0,0,0,0,0,0,0,1,0
story_reviews_00774,A Breakthrough Against Leukemia Using Altered T-Cells,among dozen patient advance leukemia receive experimental treatment develop university pennsylvania similar approach also try center include national cancer institute memorial sloan kettere cancer center new york goal cure say word say dr carl june lead research team university pennsylvania hop new treatment eventually replace bone marrow transplantation even arduous risky expensive procedure last hope treatment fail leukemia related disease three adult chronic leukemia treat university pennsylvania also complete remission sign disease two well two year say dr david porter four adult improve full remission one treat recently evaluate child improve relapse two adult treatment work pennsylvania researcher present result sunday monday atlanta meeting american society hematology despite mixed result cancer expert involve research say tremendous promise even early phase testing work seemingly hopeless case think major breakthrough say dr ivan borrello cancer expert associate professor medicine johns hopkins university school medicine dr john wagner director pediatric blood marrow transplantation university minnesota call pennsylvania result phenomenal say working hop see extent major drug company novartis bet pennsylvania team commit million building research center university campus bring treatment market herv hoppenot president novartis oncology call research fantastic say potential early result hold revolutionize treatment leukemia relate blood cancer researcher say approach reprogramme patient immune system may also eventually use tumor like breast prostate cancer advertisement continue read main story perform treatment doctor remove million patient cell type white blood cell insert new gene enable cell kill cancer cell technique employ disabled form h v good carry genetic material cell new gene program cell attack b cell normal part immune system turn malignant leukemia altered cell call chimeric antigen receptor cell drip back patient vein go well multiply start destroy cancer cell home protein call cd find surface b cell whether healthy malignant sign treatment work patient become terribly ill rag fever chill reaction oncologist call shake bake dr june say medical name cytokine release syndrome cytokine storm refer natural chemical pour cell immune system activate cause fever symptom storm also flood lung cause perilous drop blood pressure effect nearly kill emma newsletter sign continue read main story please verify robot clicking box invalid email address please enter must select newsletter subscribe sign receive email contain news content update promotion new york times may opt time agree receive occasional update special offer new york times product service thank subscribe error occur please try later view new york times newsletter steroids sometimes ease reaction help emma temperature hit wound ventilator unconscious swell almost beyond recognition surround friend family come say goodbye th hour battery blood test give researcher clue might help save emma level one cytokine interleukin il shoot thousandfold doctor never see spike thought might make sick dr june know drug could lower il daughter take rheumatoid arthritis never use crisis like emma little lose oncologist dr stephan grupp order drug response say amazing within hour emma begin stabilize wake week later may day turn intensive care staff sing happy birthday since research team use drug tocilizumab several patient patient last remission treatment altered cell persist bloodstream though small number fight disease patient cell year advertisement continue read main story dr michel sadelain conduct similar study sloan kettering institute say cell live drug pill take eliminate body take cell say could potentially give maybe twice three time pennsylvania researcher say surprised find big drug company interested work new batch cell must create patient far cry familiar commercial strategy develop product like viagra cholesterol medicine million people take drug mr hoppenot say novartis take different path cancer drug look treatment would big unmistakable impact small number patient home run drug approve quickly efficiently say small study need drug less obvious benefit economic model totally acceptable mr hoppenot say drug tend extremely expensive prime example novartis drug gleevec rapid approval use certain type leukemia gastrointestinal tumor cost month depend dosage dr june say produce engineer cell cost per patient far less cost bone marrow transplant scaling procedure make even less expensive say add cost include profit margin facility depreciation cost clinical care cost research cost research still early stage many question remain researcher entirely sure treatment work sometimes fail one patient remission treat twice even reaction delay take researcher surprise patient response whatsoever team suspect flaw batch cell child temporary remission apparently relapse leukemic cell marker target altered cell clear whether patient body need altered cell forever cell drawback destroy healthy b cell well cancerous one leave patient vulnerable certain type infection emma patient need regular treatment immune globulin prevent illness far parent say emma seems take stride go back school year second grade classmate though grade high read book month insist impishly favorite subject lunch recess time kid get childhood back mr whitehead say,4,1,0,1,1,0,1,1,1,1,1,1
story_reviews_00775,University of Pennsylvania gene therapy shows promise in eradicating some blood cancers,previous patient get sick clear time whether due cell infection say pediatric oncologist stephan grupp oversaw emily care child hospital philadelphia know main reason sick cell intervene teach we,3,0,1,0,0,1,0,1,1,1,1,1
story_reviews_00776,Drug Shows Promise for Lupus Skin Conditions,font size drug show promise lupus skin condition webmd health news salynn boyle webmd health news dec drug relate thalidomide may potent less toxic thalidomide often use treat lupus skin condition small study spain lupus patient show dramatic improvement skin lesion take drug lenalidomide revlimid relapse soon stop take thalidomide infamous past thalidomide well know drug cause thousand child bear miss limb birth defect late early recent year bring back market treat number serious condition use monitor closely ensure take woman pregnant might become pregnant dermatology professor andrew g franks jr md nyu langone medical center say thalidomide effective treat people lupus skin condition respond standard treatment steroid antimalarial drug say patient affect skin go remission standard treatment question rest say franks say thalidomide help additional patient achieve remission side effect common include nerve damage hand foot permanent lenalidomide highly effective small study lenalidomide study include woman lupus skin condition six lupus area body follow seven month receive standard treatment treat thalidomide previously majority patient common subtype lupus relate skin disease know discoid lupus erythematosus characterize red scaly patch scar one patient withdraw study one week due digestive system side effect patient show improvement rash clear researcher note study dose generally well tolerate new nerve symptom report similar treatment thalidomide patient relapse skin problem within week stop drug progression full disease several early small study raise concern treatment lenalidomide may link increase risk progression full blow lupus lupus limited skin josep ordi ros lead spanish study say see late study publish dec journal arthritis research therapy cynthia aranow md feinstein institute medical research manhasset n say large study need determine drug truly safe effective patient respond treatment add drug appear similar risk birth defect thalidomide need monitor carefully many question remain say lenalidomide available revlimid treat people multiple myeloma myelodysplastic syndrome accord manufacturer site cost revlimid dos use study would pill,3,1,0,1,0,0,1,1,0,1,1,1
story_reviews_00777,"Experimental Antidepressant Appears Quick-Acting, Safe",steven reinberg healthday reporter friday dec healthday news experimental antidepressant target brain different way appear act fast last long researcher say new drug call glyx far give intravenous form recently test patient respond antidepressant begin work within hour single dose last week northwestern university researcher report see robust rapid act long last effect say lead researcher joseph moskal research professor biomedical engineering northwestern mccormick school engineering apply science director school falk center molecular therapeutic addition show little side effect compound one expert say drug might prove valuable tool depression sound like exciting development dr bryan bruno act chair psychiatry lenox hill hospital new york city say pill drug could change treatment many patient add quick would huge advantage current medication take six eight week full effect least three four week start work people bruno say currently popular drug treat depression call selective serotonin reuptake inhibitor ssris include prozac paxil zoloft lexapro work improve level hormone serotonin may low people suffer depression although ssris effective many people respond drug people respond well glyx new drug still study project available time moskal say many unknown remain drug include long term effect whether people respond effect stop use moskal however say confident drug breakthrough treat depression give result far say people need take drug every day week less glyx study phase trial evaluate drug effectiveness continue assess safety result present thursday american college neuropsychopharmacology annual meeting hollywood fla finding team animal research lead new method appear online dec journal neuropsychopharmacology moskal founder chief scientific officer biotechnology firm naurex inc conduct study northwestern university license intellectual property right certain therapeutic develop moskal naurex accord northwestern news release study receive fund u national institutes health among other glyx target part brain link learn memory advantage drug side effect drug target area hallucination schizophrenia like symptom researcher note moskal team develop new way target brain nmda n methyl aspartate receptor achieve result clinical trial include patient moskal say patient either give drug inactive placebo antidepressant effect drug see within hour last average seven day effect drug substantially well see antidepressant researcher find drug well receive patient many trial call ask trial moskal say new trial make use drug pill form slat get way next year moskal note drug target area brain might also help people problem schizophrenia bipolar disorder anxiety alzheimer disease researcher suggest part bruno caution long term effect drug need study use regularly clinical practice finding present medical meeting typically consider preliminary publish peer review journal information learn depression visit u national institute mental health,3,0,0,0,0,1,1,1,1,1,1,1
story_reviews_00778,Extended Use of Breast Cancer Drug Suggested,dr eric p winer chief woman cancer dana farber cancer institute boston say even woman complete five year tamoxifen month year ago might consider start drug tamoxifen block effect hormone estrogen fuel tumor growth estrogen receptor positive cancer account percent case premenopausal woman small study suggest benefit use tamoxifen long five year standard case breast cancer diagnose year united states estimate premenopausal woman estrogen receptor positive cancer prime candidate tamoxifen postmenopausal woman also take tamoxifen can not tolerate alternative drug know aromatase inhibitor new study know atlas include nearly woman er positive disease complete five year tamoxifen come three dozen country half choose random take drug another five year other tell stop group assign take tamoxifen year percent recurrence breast cancer ensue year mean period year diagnoses recurrence rate take five year tamoxifen percent percent year treatment group die breast cancer compare percent control group virtually difference death recurrence two group five year extra tamoxifen difference come later year suggest tamoxifen carry effect last long woman stop take advertisement continue read main story whether difference big enough cause woman take drug twice long remains see treatment effect real modest say dr paul e goss director breast cancer research massachusetts general hospital newsletter sign continue read main story please verify robot clicking box invalid email address please enter must select newsletter subscribe sign receive email contain news content update promotion new york times may opt time agree receive occasional update special offer new york times product service thank subscribe error occur please try later view new york times newsletters tamoxifen side effect include endometrial cancer blood clot hot flash cause many woman stop take drug atlas trial appear roughly percent patient assign take tamoxifen additional five year stop prematurely percent take extra five year tamoxifen get endometrial cancer versus percent control group however percent long treatment group die endometrial cancer pulmonary blood clot compare percent control group benefit extend tamoxifen seem outweigh risk substantially trevor j powle cancer center london say commentary publish lancet dr judy e garber director center cancer genetics prevention dana farber say many woman love hate relationship hormone therapy feel well safety net say dr garber add news would welcome many patient would like stay drug patient agonize people come end tamoxifen emily behrend month finish five year tamoxifen say would definitely consider another five year keep cancer away say ms behrend single mother tomball tex take antidepressant effexor help control night sweat hot flash cause tamoxifen cost consider huge barrier take tamoxifen long drug obtain less year advertisement continue read main story result answer one question raise many new one include whether even year treatment would well still perhaps important question result mean postmenopausal woman even many woman premenopausal time diagnosis pass menopause time finish first five year tamoxifen push menopause chemotherapy postmenopausal patient tend take aromatase inhibitor like anastrozole letrozole effective tamoxifen prevent breast cancer recurrence though work premenopausal woman mr peto say thought result atlas study would apply endocrine therapy general mean year aromatase inhibitor would better five year doctor sure atlas study pay various organization include united states army british government astrazeneca make brand name version tamoxifen,5,1,1,1,1,1,1,1,1,1,1,1
story_reviews_00779,Longer tamoxifen use cuts breast cancer deaths,breast cancer patient take drug tamoxifen cut chance disease come back kill stay pill year instead five year doctor recommend major study find result could change treatment especially young woman finding surprise early research suggest take hormone block drug long five year help might even harmful new study researcher find woman take tamoxifen year lower risk recurrence percent die breast cancer percent compare take pill five year absolute term continue tamoxifen keep three additional woman every die breast cancer within five year disease diagnose add benefit first five year use decade tamoxifen cut breast cancer mortality half second decade diagnosis researcher estimate woman balk take preventive drug long high risk recurrence convincer continue say dr peter ravdin director breast cancer program ut health science center san antonio review result study present wednesday breast cancer conference san antonio publish british medical journal lancet result trial major immediate impact premenopausal woman ravdin say roughly new case breast cancer united states year occur woman menopause breast cancer fuel estrogen hormone blockers know cut risk recurrence case tamoxifen long top choice new drug call aromatase inhibitor sell arimidex femara aromasin generic form job less risk cause uterine cancer problem new drug work well menopause even woman past menopause choose tamoxifen new drug cost different side effect joint pain bone loss sexual problem new study aim see whether long time long treatment tamoxifen could help dr christina davies university oxford england researcher assign woman already take tamoxifen five year either stay take dummy pill another five year researcher see little difference group five nine year diagnosis beyond time percent woman stop take tamoxifen five year die breast cancer versus percent take year cancer return percent woman short treatment versus percent treat long tamoxifen troubling side effect long use nearly double risk endometrial cancer rarely prove fatal increase risk among premenopausal woman study group tamoxifen help overall benefit extend tamoxifen seem outweigh risk substantially dr trevor powle cancer centre london write editorial publish study study sponsor cancer research organization britain europe united states army astrazeneca plc make nolvadex brand tamoxifen also sell generic cent day brand name version new hormone blocker aromatase inhibitor per month generic available much less result pose quandary breast cancer patient past menopause become menopausal treatment vast majority case previous study find start one new hormone blocker lead few relapse initial treatment tamoxifen another study find switch one new drug five year tamoxifen cut risk breast cancer recurrence nearly half see new study year tamoxifen postmenopausal woman datum still remain much strong point switch aromatase inhibitor say study leader dr paul goss massachusetts general hospital pay speaker company make one drug woman study follow long enough see whether switch cut death breast cancer year tamoxifen result expect year cancer conference sponsor american association cancer research baylor college medicine ut health science center marilynn marchione follow,5,1,1,0,1,1,1,1,1,1,1,1
story_reviews_00780,Long-term treatment cuts breast cancer deaths,liz szabo usa today breast cancer patient double length time take common medication sharply reduce risk death accord new study predict influence medical practice study involve estrogen block pill call tamoxifen standard therapy roughly two third breast cancer patient whose tumor sensitive estrogen take tamoxifen five year diagnosis reduce breast cancer mortality one third new study woman early tumor take tamoxifen year cut risk die breast cancer another compare woman stop five year absolute term woman tamoxifen year die breast cancer within five year diagnosis compare stop five year overall woman take tamoxifen decade cut risk die breast cancer nearly half compare take say study co author richard gray university oxford united kingdom significant give tamoxifen use hundred thousand woman worldwide say gray whose study present wednesday annual san antonio breast cancer symposium oxford fund study include woman country tamoxifen delay tumor growth woman appear cure other gray say dream come true woman say v craig jordan researcher lead tamoxifen development involve new study exciting tamoxifen use decade far cheap new chemotherapy biological drug cost thousand dollar month generic version cost month usa accord susan g koman cure u k tamoxifen cost month india cents pill say jordan scientific director georgetown lombardi comprehensive cancer center jordan say new finding quickly change care patient young woman aggressive tumor may want extend tamoxifen use say jennifer litton assistant professor anderson cancer center houston involve study tamoxifen hormonal option woman menopause litton say doctor may want change care old patient however say postmenopausal woman option tamoxifen another class hormonal therapy call aromatase inhibitor ais drug slightly effective tamoxifen although work menopause litton say study include ais doctor say whether tamoxifen would benefit woman take litton say researcher conduct trial compare five versus year ais although result several year gray note tamoxifen risk study double length treament also double risk endometrial cancer affect uterine lining however cancer treatable death rate low tamoxifen year die endometrial cancer compare take five year doctor see increase stroke long concern tamoxifen gray say breast cancer survivor mixed reaction result woman glad another treament option say breast cancer survivor lillie shockney administrative director johns hopkins cancer survivorhip program baltimore patient get nervous stop hormonal therapy feel like anything say shockney opportunity something might appeal despite side effect shockney say like see research way prevent recurrence weight loss someone lose pound would much another five year tamoxifen shockney ask patient may reluctant prolong use drug cause many side effect say boston breast cancer survivor alicia staley study show woman take tamoxifen five year litton say switch ai although drug also cause problem joint pain osteoporosis staley say tamoxifen give many many side effect include severe hot flash dry eye joint pain weight gain name say year staley doctor stop drug regain measure quality life shockney tamoxifen take heavy toll marriage cause dryness make sex unbearably painful patient partner need honest talk doctor extend treatment affect relationship say going look give woman tamoxifen year golly well get partner involve shockney say yet shockney say husband nearly year would want everything possible survive someone say husband know rough road big impact sex life stay another five year could affect survival would said please please take pill,3,1,0,1,0,1,0,0,1,1,1,1
story_reviews_00781,Is a Breath Test for Colon Cancer Possible?,en espa ol amy norton healthday reporter wednesday dec healthday news colon cancer screening easy take breath people might small pilot study suggest test could develop study people without colon cancer find disease tend distinct pattern chemical breath researcher analyze study participant breath sample correctly identify colon cancer patient percent time finding report online dec british journal surgery sound good waiting doctor offer test hold breath interesting concept early stage say dr durado brooks director prostate colorectal cancer american cancer society way tell would work general population say brooks involve research add already several good way catch colon cancer even well precancerous growth call polyp remove tumor develop yet percent americans get screen colon cancer highly preventable disease brooks say would encourage four people take advantage exist screening tool talk doctor idea use breath test catch cancer new researcher look breath test detect number cancer include lung breast tumor base study show breath sample cancer patient tend distinguish pattern call volatile organic compound voc come colon cancer people already several option screen adult begin age possibly early high normal risk choice include yearly stool test look hidden blood either two invasive test scope colon sigmoidoscopy every five year along stool testing every three year colonoscopy every year many people turn test dr donato altomare colleagues university aldo moro bari italy decide test feasibility breath test analyze breath sample patient colon cancer healthy middle aged adult researcher find voc seem differ two group use statistical model see certain voc pattern separate colon cancer patient healthy participant end researcher able correctly identify cancer patient percent time brooks point also mean breath test wrong one quarter time way know well screening test would work real world include many people might wrongly get positive result undergo needless invasive test follow brooks say another big question add whether breath analysis could pinpoint people colon polyp one goal screen detect polyp cancer brooks say study address altomare team acknowledge lot work leave still unclear breath chemical measure statistical method well weed case colon cancer brooks say would nice simple accurate screening test whether mean breath test blood urine test yearly stool test simple cheap people often want always search simple thing brooks say add study raise many question answer information learn colon cancer u national cancer institute,5,0,1,1,1,1,1,1,1,1,1,1
story_reviews_00782,Breath Test May Detect Colon Cancer,new study italy researcher able identify patient colorectal cancer accuracy analyze sample breath dec breath test similar one use determine driver much drink show promise screen tool cancer cancer breath test similar research way develop breathalyzer like device detect lung breast prostate cancers cleveland clinic pulmonologist peter mazzone md conduct lung cancer study say breath test cancer may reality little five year go well still research phase still possibility technology never prove clinically useful say still quite bit work do mazzone say breath function body much way exhaust system function car come give sense thing work inside person breath contain variety chemical compound long recognize certain illness affect breath smell people poorly control diabete example may breath smell fruity due overproduction chemical call ketone people kidney liver failure fishy breath lung cancer device mazzone testing call electronic nose sensor change color base chemical breath,3,0,0,0,0,1,0,0,1,1,1,1
